player_hand,dealer_upcard,can_double,result
6S-4S,KS,1,hit
6S-4S-5S,KS,0,hit
6S-4S-5S-AC,KS,0,hit
7D-4S,10C,1,double down
2H-KH,7C,1,hit
2H-KH-7S,7C,0,stand
4H-9H,6D,1,stand
4S-QC,6D,1,stand
8H-6C,JS,1,hit
KH-JS,4C,1,stand
7C-JS,AD,1,stand
AC-8S,6H,1,double down
QC-KH,10C,1,stand
9D-4D,10C,1,hit
8S-5C,KS,1,hit
10C-2S,2C,1,hit
8D-9H,JH,1,stand
2S-7D,4D,1,double down
9D-4S,8S,1,hit
9D-4S-8C,8S,0,stand
10S-JH,3S,1,stand
JS-9S,9C,1,stand
9D-5C,9C,1,hit
9D-5C-5S,9C,0,stand
9C-2C,JH,1,double down
6D-8C,7S,1,hit
6D-8C-AS,7S,0,hit
8D-6C,5C,1,stand
3H-2C,KD,1,hit
3H-2C-AD,KD,0,hit
3H-2C-AD-8C,KD,0,hit
3H-2C-AD-8C-7D,KD,0,stand
2H-9C,7D,1,double down
2C-QC,7D,1,hit
2C-QC-3D,7D,0,hit
2C-QC-3D-4S,7D,0,stand
8H-4C,6D,1,stand
8C-7D,6D,1,stand
3C-2S,8S,1,hit
3C-2S-10S,8S,0,hit
3C-2S-10S-4D,8S,0,stand
3D-QS,9D,1,hit
5S-3C,5D,1,hit
5S-3C-JH,5D,0,stand
7H-QC,QD,1,stand
3C-6D,5H,1,double down
3S-7C,5H,1,double down
2H-8C,7C,1,double down
6S-6D,QC,1,hit
6S-6D-AD,QC,0,hit
7H-QS,3H,1,stand
10D-2D,6H,1,stand
6H-QH,2H,1,stand
8D-2C,9H,1,double down
QC-4C,AS,1,hit
JC-6H,8S,1,hit
JC-6H-2H,8S,0,stand
6C-8S,10H,1,hit
6C-8S-5D,10H,0,stand
10C-9C,JS,1,stand
6C-5H,AS,1,double down
3H-8C,KS,1,double down
7S-7D,JD,1,hit
4S-KS,4H,1,stand
9C-AH,4C,1,stand
9S-4D,7C,1,hit
7C-6S,AH,1,hit
7C-6S-7S,AH,0,stand
JC-2S,10S,1,hit
JD-JS,4C,1,stand
KC-5S,JS,1,hit
9D-8C,3H,1,stand
2D-7H,JS,1,hit
2D-7H-KC,JS,0,stand
2S-KH,8H,1,hit
2S-KH-4S,8H,0,hit
3H-10S,7C,1,hit
3H-10S-4D,7C,0,stand
5S-6C,2H,1,double down
9C-AS,6C,1,stand
5S-JD,2H,1,stand
4D-2C,4S,1,hit
4D-2C-6H,4S,0,stand
7C-8C,3C,1,stand
5S-10D,5H,1,stand
JC-5D,6C,1,stand
3S-5C,7C,1,hit
3S-5C-8D,7C,0,hit
3S-10S,6H,1,stand
2C-8H,6C,1,double down
9S-5S,KS,1,hit
2H-AH,3H,1,hit
2H-AH-JS,3H,0,stand
5C-3H,9S,1,hit
5C-3H-4C,9S,0,hit
5C-3H-4C-3S,9S,0,hit
7H-KD,6C,1,stand
2S-KH,8C,1,hit
2S-KH-3D,8C,0,hit
9C-8C,10H,1,stand
5C-KC,QS,1,hit
2C-10C,6C,1,stand
2C-3S,AH,1,hit
2C-3S-AS,AH,0,hit
2C-3S-AS-6C,AH,0,hit
2C-3S-AS-6C-7H,AH,0,stand
AS-9D,QH,1,stand
5C-QC,6H,1,stand
10C-2C,6H,1,stand
AH-9C,2C,1,stand
10H-JS,6S,1,stand
4S-2S,4H,1,hit
4S-2S-5S,4H,0,hit
4S-2S-5S-JS,4H,0,stand
KH-7D,8C,1,stand
JS-6C,2S,1,stand
3S-JC,AH,1,hit
KC-7C,10D,1,stand
AC-5S,7H,1,hit
AC-5S-KS,7H,0,hit
3S-7S,6H,1,double down
6D-5S,9C,1,double down
7D-AS,8H,1,stand
7S-9S,JC,1,hit
9S-8D,2D,1,stand
2C-7S,QS,1,hit
2C-7S-8H,QS,0,stand
2C-KH,AD,1,hit
2C-KH-9S,AD,0,stand
5C-KC,JS,1,hit
5C-KC-2S,JS,0,stand
9D-7H,5H,1,stand
5D-JD,4C,1,stand
3C-8H,7D,1,double down
9D-4C,7H,1,hit
9D-4C-AH,7H,0,hit
KD-9S,9H,1,stand
QC-2H,6H,1,stand
KC-9D,AC,1,stand
10D-10S,AH,1,stand
6D-2C,4C,1,hit
6D-2C-5D,4C,0,stand
8D-KD,AH,1,stand
6S-AH,AD,1,hit
6S-AH-6H,AD,0,hit
6S-AH-6H-6D,AD,0,stand
6S-5C,QS,1,double down
7C-5D,5H,1,stand
JD-4D,5H,1,stand
5C-QD,2D,1,stand
5H-3H,10C,1,hit
5H-3H-2H,10C,0,hit
5H-3H-2H-10D,10C,0,stand
3C-7D,7H,1,double down
5H-QS,AD,1,hit
9H-AD,3C,1,stand
9S-6S,KH,1,hit
JC-4S,2S,1,stand
5H-QD,8S,1,hit
2C-AD,7D,1,hit
2C-AD-AH,7D,0,hit
2C-AD-AH-10D,7D,0,hit
JH-9D,KH,1,stand
QD-JD,2S,1,stand
4D-8C,AD,1,hit
4D-8C-7S,AD,0,stand
6C-4D,2S,1,double down
7D-JD,10C,1,stand
5H-AD,KD,1,hit
5H-AD-10H,KD,0,hit
5H-AD-10H-4D,KD,0,stand
JC-6C,8C,1,hit
JC-6C-4D,8C,0,stand
6D-AD,AC,1,hit
6D-AD-8C,AC,0,hit
6D-AD-8C-6H,AC,0,stand
3S-5D,4C,1,hit
3S-5D-4H,4C,0,stand
JS-10H,2D,1,stand
9D-QH,9H,1,stand
5S-2S,8D,1,hit
5S-2S-KH,8D,0,stand
2C-AD,9D,1,hit
2C-AD-3D,9D,0,hit
2C-AD-3D-6C,9D,0,hit
2C-AD-3D-6C-7D,9D,0,stand
JH-8H,7C,1,stand
KC-2C,10C,1,hit
KC-2C-4C,10C,0,hit
3D-JH,3S,1,stand
7S-4D,JD,1,double down
9S-9C,10C,1,stand
9S-JC,7H,1,stand
10S-2C,3C,1,hit
6H-6S,9S,1,hit
6H-6S-7H,9S,0,stand
6H-JD,2C,1,stand
10H-5H,9H,1,hit
3H-4S,9S,1,hit
3H-4S-4C,9S,0,hit
3H-4S-4C-3D,9S,0,hit
3S-6S,QD,1,hit
3S-6S-7S,QD,0,hit
3S-6S-7S-4H,QD,0,stand
4S-2C,8H,1,hit
4S-2C-5C,8H,0,hit
4S-2C-5C-3S,8H,0,hit
4S-2C-5C-3S-AH,8H,0,hit
5D-2H,QS,1,hit
5D-2H-AC,QS,0,hit
5D-2H-AC-3D,QS,0,stand
4S-3C,AS,1,hit
4S-3C-6C,AS,0,hit
4S-3C-6C-5S,AS,0,stand
10C-10H,AS,1,stand
2H-9C,6H,1,double down
5C-2H,3C,1,hit
5C-2H-JH,3C,0,stand
AD-9D,AH,1,stand
4D-5H,5C,1,double down
AH-2C,4H,1,hit
AH-2C-JS,4H,0,stand
4H-10S,3D,1,stand
4S-8C,5C,1,stand
4C-6S,7S,1,double down
4H-KC,3S,1,stand
9H-5H,5S,1,stand
6H-4H,KD,1,hit
6H-4H-4C,KD,0,hit
6H-4H-4C-7S,KD,0,stand
JD-6D,3S,1,stand
KC-2D,JD,1,hit
4C-9H,3S,1,stand
7S-5H,3D,1,hit
QH-2S,8C,1,hit
QH-2S-9D,8C,0,stand
5D-JH,10S,1,hit
5D-JH-4S,10S,0,stand
JC-9C,9D,1,stand
10S-6C,8C,1,hit
7H-3H,3C,1,double down
5D-7H,JD,1,hit
5D-7H-9H,JD,0,stand
JS-JC,2D,1,stand
10S-KH,AC,1,stand
4H-2S,6S,1,hit
4H-2S-10S,6S,0,stand
2S-KS,8H,1,hit
2S-KS-AD,8H,0,hit
2S-KS-AD-6H,8H,0,stand
9H-KC,4H,1,stand
QD-6S,KS,1,hit
QD-6S-5D,KS,0,stand
5C-6C,10C,1,double down
KS-8D,4H,1,stand
3D-KD,JC,1,hit
4H-6H,QH,1,hit
4H-6H-QS,QH,0,stand
3S-4H,6S,1,hit
3S-4H-QH,6S,0,stand
KS-4D,7D,1,hit
KS-4D-AH,7D,0,hit
KS-4D-AH-6D,7D,0,stand
JH-9C,8D,1,stand
KS-10D,4H,1,stand
9S-JC,8S,1,stand
8S-3H,JH,1,double down
10H-9D,AS,1,stand
6C-7C,QC,1,hit
2H-4D,10S,1,hit
2H-4D-10H,10S,0,hit
JC-6H,9C,1,hit
JC-6H-AD,9C,0,stand
5D-9H,8D,1,hit
5D-9H-6S,8D,0,stand
8D-QS,9D,1,stand
8C-9D,7S,1,stand
8S-3C,7S,1,double down
AS-4H,6H,1,double down
QS-8D,2S,1,stand
AS-2C,2S,1,hit
AS-2C-7C,2S,0,stand
7S-3D,8C,1,double down
5D-AD,4H,1,double down
9S-QS,9H,1,stand
KS-KC,9S,1,stand
QS-3H,4D,1,stand
8H-7H,JH,1,hit
8H-7H-6D,JH,0,stand
QD-8D,9D,1,stand
7D-6H,QC,1,hit
JC-KC,AC,1,stand
8D-2S,8S,1,double down
8C-4C,7S,1,hit
8H-6C,7S,1,hit
8H-6C-5D,7S,0,stand
4D-3D,JC,1,hit
4D-3D-AC,JC,0,hit
4D-3D-AC-2H,JC,0,stand
2D-9D,6S,1,double down
QH-KC,2D,1,stand
10D-10S,2C,1,stand
7C-KH,3C,1,stand
4C-3C,QD,1,hit
4C-3C-8S,QD,0,hit
8D-JS,JH,1,stand
JC-9D,2C,1,stand
10H-KD,8C,1,stand
7S-4C,QD,1,double down
7C-9C,10D,1,hit
7C-9C-2D,10D,0,stand
QC-8D,9H,1,stand
4S-9S,7C,1,hit
4S-9S-6S,7C,0,stand
QH-10D,5H,1,stand
3C-9H,3H,1,hit
3C-9H-5D,3H,0,stand
QH-2H,4D,1,stand
KC-5D,KH,1,hit
KC-5D-2S,KH,0,stand
KS-QS,8D,1,stand
4H-4S,7D,1,hit
4H-4S-2C,7D,0,hit
4H-4S-2C-9D,7D,0,stand
AC-8C,5S,1,stand
8S-KH,10D,1,stand
JS-3S,10S,1,hit
QC-QH,KH,1,stand
3H-9D,8C,1,hit
3D-6S,2D,1,hit
3D-6S-JS,2D,0,stand
2H-AC,10D,1,hit
2H-AC-4C,10D,0,hit
2H-AC-4C-3C,10D,0,stand
3C-5H,2H,1,hit
3C-5H-JC,2H,0,stand
2S-8S,JS,1,hit
2S-8S-9D,JS,0,stand
3D-JC,AD,1,hit
3D-JC-8S,AD,0,stand
2S-KC,7D,1,hit
2S-KC-4D,7D,0,hit
JD-9H,10S,1,stand
7C-QD,8D,1,stand
5C-KC,JD,1,hit
JH-3H,7C,1,hit
JH-3H-6C,7C,0,stand
5D-4H,7H,1,hit
5D-4H-QH,7H,0,stand
9C-3H,QS,1,hit
9C-3H-4C,QS,0,hit
10C-KC,2D,1,stand
6S-QH,5D,1,stand
6D-2C,5D,1,hit
6D-2C-8S,5D,0,stand
2C-8H,QS,1,hit
2C-8H-6C,QS,0,hit
KC-10D,JS,1,stand
10D-2C,AS,1,hit
10D-2C-8S,AS,0,stand
10H-8C,4C,1,stand
QS-7D,10H,1,stand
5C-5D,3C,1,double down
3H-4H,3C,1,hit
3H-4H-5H,3C,0,hit
AH-6S,8S,1,hit
AH-6S-5H,8S,0,hit
5S-AC,5H,1,double down
KS-KH,QC,1,stand
10H-6H,2C,1,stand
3D-KD,10D,1,hit
3D-KD-4S,10D,0,stand
KC-JS,8D,1,stand
3S-7H,3H,1,double down
6C-2D,JH,1,hit
6C-2D-7H,JH,0,hit
8C-6H,2S,1,stand
6D-KD,3H,1,stand
6H-7D,3H,1,stand
KH-2H,4D,1,stand
6H-KC,6S,1,stand
3S-KC,10C,1,hit
3S-KC-3D,10C,0,hit
6S-6D,9S,1,hit
6S-6D-3C,9S,0,hit
6S-6D-3C-4S,9S,0,stand
10H-QD,7H,1,stand
10S-3H,KS,1,hit
9H-2D,JD,1,double down
6S-3C,4S,1,double down
2S-KC,4C,1,stand
2S-KD,4S,1,stand
8D-2S,7H,1,double down
8C-6C,9H,1,hit
8C-6C-6D,9H,0,stand
3S-3C,8C,1,hit
3S-3C-KD,8C,0,hit
KS-2C,7D,1,hit
KS-2C-6H,7D,0,stand
9H-7H,KD,1,hit
9H-7H-AH,KD,0,stand
AH-9S,6S,1,stand
KC-8H,JC,1,stand
2D-KH,6C,1,stand
10C-9H,5S,1,stand
8S-QS,4H,1,stand
10D-4H,2H,1,stand
6S-7D,8H,1,hit
KD-5D,5S,1,stand
JD-3D,10C,1,hit
JD-3D-4H,10C,0,stand
9S-2D,AH,1,double down
JH-8S,10C,1,stand
2C-AC,10D,1,hit
2C-AC-9D,10D,0,hit
2C-AC-9D-4H,10D,0,hit
JH-5D,3C,1,stand
6C-4S,7D,1,double down
2C-AD,5S,1,double down
2H-7C,5S,1,double down
KC-3S,3D,1,stand
4D-AC,6C,1,double down
2S-AH,JS,1,hit
2S-AH-8D,JS,0,stand
9S-10C,3D,1,stand
KC-9C,10S,1,stand
4H-3C,2H,1,hit
4H-3C-KH,2H,0,stand
10C-6H,9D,1,hit
9D-4H,7S,1,hit
9D-4H-6H,7S,0,stand
KH-10S,AH,1,stand
8H-2S,5S,1,double down
3S-2H,JS,1,hit
3S-2H-2S,JS,0,hit
3S-2H-2S-5S,JS,0,hit
3S-2H-2S-5S-7H,JS,0,stand
AH-5S,4D,1,double down
4S-5H,3C,1,double down
10C-7H,2D,1,stand
JH-JS,10C,1,stand
10S-6D,8C,1,hit
KS-5H,4H,1,stand
10H-7C,4H,1,stand
3S-7H,KD,1,hit
3S-7H-6S,KD,0,hit
2S-2C,8C,1,hit
2S-2C-3S,8C,0,hit
2S-2C-3S-5D,8C,0,hit
2S-2C-3S-5D-9H,8C,0,stand
7S-5D,6S,1,stand
8C-6S,4D,1,stand
5C-2D,5H,1,hit
5C-2D-3S,5H,0,hit
5C-2D-3S-9S,5H,0,stand
AC-9S,KS,1,stand
10D-4C,2S,1,stand
5S-6C,4C,1,double down
2C-KH,JC,1,hit
2C-KH-9C,JC,0,stand
8H-6S,4H,1,stand
QH-4H,KS,1,hit
QH-4H-7H,KS,0,stand
6D-6S,8S,1,hit
6D-6S-AS,8S,0,hit
6S-5C,10D,1,double down
QS-6S,JS,1,hit
2S-QC,5D,1,stand
6D-2S,KC,1,hit
6D-2S-5D,KC,0,hit
6D-2S-5D-3S,KC,0,hit
KC-9H,QH,1,stand
4C-3S,AD,1,hit
4C-3S-8H,AD,0,hit
4C-3S-8H-4H,AD,0,stand
9H-8C,2C,1,stand
KC-9C,2S,1,stand
10D-KC,6S,1,stand
JD-4D,2H,1,stand
5S-9D,7S,1,hit
5S-9D-6D,7S,0,stand
AS-8D,7D,1,stand
JH-4C,4H,1,stand
QC-10D,KH,1,stand
QH-3S,8H,1,hit
QH-3S-4C,8H,0,stand
10D-10S,QC,1,stand
2S-3D,4S,1,hit
2S-3D-8D,4S,0,stand
7H-9S,JD,1,hit
4C-10D,6D,1,stand
6H-JS,JD,1,hit
6H-JS-4C,JD,0,stand
10S-KS,6H,1,stand
KD-QD,JH,1,stand
3C-QS,JD,1,hit
3C-QS-AS,JD,0,hit
3C-QS-AS-2S,JD,0,hit
5D-9S,2D,1,stand
7S-JH,9H,1,stand
4D-6D,5C,1,double down
7C-2S,JH,1,hit
7C-2S-7H,JH,0,hit
9C-JD,9S,1,stand
6C-3S,10D,1,hit
6C-3S-KH,10D,0,stand
KH-4D,QC,1,hit
KS-6S,4H,1,stand
10S-KC,9C,1,stand
6C-7S,3C,1,stand
4H-2C,5H,1,hit
4H-2C-KD,5H,0,stand
4C-6C,JC,1,hit
4C-6C-2S,JC,0,hit
4C-6C-2S-2D,JC,0,hit
4C-6C-2S-2D-6S,JC,0,stand
QH-QS,2C,1,stand
3C-JH,QS,1,hit
6D-QH,3D,1,stand
8H-AH,JH,1,stand
QH-7H,8S,1,stand
KS-9C,10C,1,stand
10H-JD,KD,1,stand
3C-AS,QC,1,hit
3C-AS-AD,QC,0,hit
3C-AS-AD-JD,QC,0,hit
3C-AS-AD-JD-2H,QC,0,stand
6H-QH,7S,1,hit
JS-7C,KD,1,stand
JD-QH,7D,1,stand
3D-JH,4C,1,stand
9D-2C,AC,1,double down
8C-4C,3D,1,hit
8C-4C-9D,3D,0,stand
4H-8S,KC,1,hit
4H-8S-AC,KC,0,hit
4H-8S-AC-AS,KC,0,hit
8D-JC,2H,1,stand
JD-9H,5H,1,stand
2S-KS,9H,1,hit
7C-3S,3D,1,double down
JC-9S,9D,1,stand
KH-JC,7S,1,stand
JC-5C,2S,1,stand
2S-9H,JS,1,double down
QH-10H,KD,1,stand
4C-JH,JD,1,hit
4C-JH-3C,JD,0,stand
2S-9S,10C,1,double down
QH-10D,3D,1,stand
5S-JH,3S,1,stand
QS-7H,KH,1,stand
KC-JD,10S,1,stand
8H-7C,5S,1,stand
4C-6H,4D,1,double down
2H-JD,2S,1,hit
2H-JD-AC,2S,0,stand
3C-KH,10H,1,hit
JD-3D,AS,1,hit
JD-3D-5D,AS,0,stand
KS-8D,8H,1,stand
8D-3S,4C,1,double down
7H-8S,8D,1,hit
3H-AD,KC,1,hit
3H-AD-JC,KC,0,hit
3H-AD-JC-4S,KC,0,stand
10D-JS,KC,1,stand
10S-9S,5D,1,stand
7S-9D,KS,1,hit
6S-7C,4S,1,stand
QH-9H,QS,1,stand
AD-5S,8C,1,hit
AD-5S-QS,8C,0,hit
4D-7H,3D,1,double down
7D-7S,10C,1,hit
JC-10C,5S,1,stand
7S-3C,6C,1,double down
7H-2H,6C,1,double down
5C-QH,7C,1,hit
6S-2H,QC,1,hit
6S-2H-8S,QC,0,hit
6S-2H-8S-3D,QC,0,stand
3C-7C,10H,1,hit
3C-7C-JC,10H,0,stand
6H-3D,7S,1,hit
6H-3D-KH,7S,0,stand
10S-9C,4D,1,stand
9S-6D,KS,1,hit
7C-KC,8C,1,stand
10H-JS,9S,1,stand
9H-JC,5C,1,stand
6H-6C,10D,1,hit
6H-6C-9H,10D,0,stand
9D-7S,KD,1,hit
3H-9H,AS,1,hit
3H-9H-5H,AS,0,stand
KH-6C,9C,1,hit
KC-5H,4D,1,stand
QH-6D,9H,1,hit
JD-3S,5D,1,stand
5C-6C,10S,1,double down
QC-9H,AH,1,stand
9C-4S,JS,1,hit
9C-4S-7H,JS,0,stand
8D-QH,6D,1,stand
6H-9S,5H,1,stand
8C-AS,8D,1,stand
JH-JS,AC,1,stand
8S-9S,3D,1,stand
QH-4D,10C,1,hit
3C-8C,JD,1,double down
6D-AC,2S,1,hit
6D-AC-KH,2S,0,stand
6C-10D,2S,1,stand
6S-2C,2S,1,hit
6S-2C-7C,2S,0,stand
6H-4H,2S,1,double down
2D-6H,8C,1,hit
2D-6H-9D,8C,0,stand
6C-7D,10C,1,hit
2D-9D,8D,1,double down
KD-9C,AD,1,stand
KD-2C,3H,1,hit
6C-10S,8D,1,hit
8H-AS,7H,1,stand
8S-7S,7H,1,hit
8S-7S-AD,7H,0,hit
JD-QC,6H,1,stand
KS-3H,JD,1,hit
10C-6H,6S,1,stand
8C-AD,6D,1,double down
10C-9D,10D,1,stand
8D-5S,KH,1,hit
8S-AH,KH,1,stand
JH-3D,9H,1,hit
9C-KS,9S,1,stand
5C-KD,5D,1,stand
3H-5S,2H,1,hit
3H-5S-9H,2H,0,stand
7H-JD,QS,1,stand
9C-KD,2C,1,stand
3H-5D,4D,1,hit
3H-5D-3S,4D,0,hit
3H-5D-3S-4C,4D,0,stand
2S-3D,2C,1,hit
2S-3D-JC,2C,0,stand
10D-5C,QS,1,hit
6C-2H,10D,1,hit
6C-2H-9H,10D,0,stand
10C-QD,9C,1,stand
2D-4C,9H,1,hit
2D-4C-AS,9H,0,hit
2D-4C-AS-4D,9H,0,stand
9S-10C,6H,1,stand
4H-2D,3D,1,hit
4H-2D-QD,3D,0,stand
KH-2H,JC,1,hit
6D-4H,9H,1,double down
5S-9C,4S,1,stand
AC-4S,9C,1,hit
AC-4S-9S,9C,0,hit
AC-4S-9S-4C,9C,0,stand
2C-QH,8S,1,hit
2C-QH-4D,8S,0,hit
5C-4C,5S,1,double down
JC-5D,8H,1,hit
JC-5D-3C,8H,0,stand
QC-QH,5H,1,stand
4S-10D,8D,1,hit
4S-10D-5H,8D,0,stand
4S-AC,3C,1,hit
4S-AC-6C,3C,0,stand
QC-JD,7H,1,stand
KH-7C,10D,1,stand
10D-QD,9D,1,stand
2C-AH,9C,1,hit
2C-AH-JD,9C,0,hit
2C-AH-JD-8C,9C,0,stand
2H-9H,4S,1,double down
JC-8D,2S,1,stand
2C-10H,KS,1,hit
2C-10H-AC,KS,0,hit
2C-10H-AC-7D,KS,0,stand
9C-KH,9D,1,stand
4H-9C,5C,1,stand
7C-2C,5D,1,double down
3D-2H,6H,1,hit
3D-2H-KS,6H,0,stand
4C-5D,JS,1,hit
4C-5D-5C,JS,0,hit
4D-AH,3D,1,hit
4D-AH-2C,3D,0,hit
4D-AH-2C-7S,3D,0,stand
3D-9S,3H,1,hit
3D-9S-2S,3H,0,stand
4H-KD,JS,1,hit
4H-KD-6D,JS,0,stand
5C-AD,3S,1,hit
5C-AD-KD,3S,0,stand
AH-3S,5S,1,double down
4C-8C,QS,1,hit
4C-8C-7D,QS,0,stand
JH-JC,5D,1,stand
5D-6H,9H,1,double down
QD-JD,8D,1,stand
10H-3H,5D,1,stand
6C-3H,10C,1,hit
6C-3H-8S,10C,0,stand
6D-2D,4H,1,hit
6D-2D-8H,4H,0,stand
9S-10H,4H,1,stand
8C-4D,7C,1,hit
3D-4H,2D,1,hit
3D-4H-7S,2D,0,stand
KS-7H,JC,1,stand
6D-AH,JC,1,hit
6D-AH-JH,JC,0,stand
3D-4H,3S,1,hit
3D-4H-JC,3S,0,stand
KD-4H,4S,1,stand
9H-3D,AH,1,hit
9H-3D-9C,AH,0,stand
JC-KH,4C,1,stand
9H-2H,9D,1,double down
JH-3H,6S,1,stand
3H-4H,9H,1,hit
3H-4H-2C,9H,0,hit
3H-4H-2C-8C,9H,0,stand
9H-KS,3D,1,stand
5C-8H,KC,1,hit
5C-8H-6D,KC,0,stand
2D-5C,10S,1,hit
2D-5C-2C,10S,0,hit
2D-5C-2C-4S,10S,0,hit
7H-6D,JH,1,hit
JD-7S,8D,1,stand
KC-JS,3D,1,stand
9H-3H,10D,1,hit
QC-JH,9S,1,stand
5D-7D,3D,1,hit
5D-7D-3S,3D,0,stand
QD-KD,KC,1,stand
KD-5D,7C,1,hit
3H-5S,JH,1,hit
3H-5S-2H,JH,0,hit
3H-5S-2H-8D,JH,0,stand
4S-8D,KD,1,hit
4S-8D-2D,KD,0,hit
4S-8D-2D-4D,KD,0,stand
8H-5H,5D,1,stand
8H-KH,7C,1,stand
5D-10C,3S,1,stand
AD-6H,2D,1,hit
AD-6H-JC,2D,0,stand
KS-7C,10C,1,stand
9H-10D,6H,1,stand
4C-6D,4D,1,double down
JS-7H,8H,1,stand
5D-JH,2S,1,stand
QC-2S,4C,1,stand
8S-6D,KS,1,hit
8S-6D-4S,KS,0,stand
QC-KC,4H,1,stand
2D-5H,2C,1,hit
2D-5H-9C,2C,0,stand
7S-10C,10H,1,stand
9H-7S,6S,1,stand
6H-10C,QD,1,hit
5S-2H,8S,1,hit
5S-2H-7C,8S,0,hit
5S-2H-7C-4D,8S,0,stand
KC-JD,10D,1,stand
QD-7D,7H,1,stand
10S-4C,2H,1,stand
10S-4H,8H,1,hit
4H-5D,KS,1,hit
4H-5D-JH,KS,0,stand
AC-3H,6S,1,double down
5C-4C,5S,1,double down
KC-9H,3H,1,stand
KS-4H,3H,1,stand
5D-KH,6C,1,stand
2D-JS,AD,1,hit
2D-JS-8D,AD,0,stand
10D-4D,2D,1,stand
JH-QC,QD,1,stand
QC-KS,9H,1,stand
8D-6C,6S,1,stand
6D-8S,QS,1,hit
3S-AH,KS,1,hit
3S-AH-6H,KS,0,stand
6C-7S,2C,1,stand
9C-JC,QD,1,stand
10H-KS,4C,1,stand
4C-3D,10S,1,hit
4C-3D-2D,10S,0,hit
4C-3D-2D-6C,10S,0,hit
4C-3D-2D-6C-4S,10S,0,stand
QD-5C,10S,1,hit
QD-5C-4D,10S,0,stand
6S-6D,10C,1,hit
9H-2D,8C,1,double down
JD-2C,9S,1,hit
JD-2C-AS,9S,0,hit
JD-2C-AS-4H,9S,0,stand
3H-8S,JD,1,double down
4H-10H,8C,1,hit
6S-AD,9H,1,hit
6S-AD-3S,9H,0,stand
KH-8C,3H,1,stand
AD-8S,JH,1,stand
JC-KC,5H,1,stand
3H-QH,10D,1,hit
3H-QH-4S,10D,0,stand
4S-7D,7H,1,double down
7D-AS,5H,1,double down
9C-JC,KS,1,stand
AH-2H,7D,1,hit
AH-2H-JS,7D,0,hit
9C-8H,9H,1,stand
7S-AH,8C,1,stand
7C-JS,3D,1,stand
QS-QH,KC,1,stand
JD-8D,JH,1,stand
2S-7C,10C,1,hit
2S-7C-10H,10C,0,stand
7S-8C,KC,1,hit
9S-JD,7C,1,stand
6C-QH,JH,1,hit
6C-QH-4C,JH,0,stand
8C-4S,10H,1,hit
8H-10H,QS,1,stand
JS-3D,10S,1,hit
JS-3D-7S,10S,0,stand
10D-6S,7D,1,hit
3H-3S,AC,1,hit
3H-3S-10D,AC,0,hit
3H-3S-10D-4D,AC,0,stand
AS-2H,KS,1,hit
AS-2H-3S,KS,0,hit
AS-2H-3S-4H,KS,0,stand
KD-QD,2H,1,stand
6H-3S,3D,1,double down
6S-10S,3D,1,stand
QH-5D,3H,1,stand
4H-4C,JD,1,hit
4H-4C-7H,JD,0,hit
3H-5C,7D,1,hit
3H-5C-10S,7D,0,stand
KS-5D,JC,1,hit
KS-5D-6C,JC,0,stand
4D-10S,3S,1,stand
9H-AD,5C,1,stand
6D-3D,6C,1,double down
9H-5D,6H,1,stand
JH-3S,8H,1,hit
QD-8D,5S,1,stand
5C-AD,3S,1,hit
5C-AD-9C,3S,0,stand
KD-2H,2C,1,hit
9C-8D,KD,1,stand
JS-10S,JC,1,stand
QH-JC,6D,1,stand
2S-7S,7D,1,hit
2S-7S-QS,7D,0,stand
JS-3D,3C,1,stand
JS-4D,4C,1,stand
7D-2C,4C,1,double down
JS-6C,8C,1,hit
10S-7D,5C,1,stand
2S-AH,5D,1,double down
5S-3C,2H,1,hit
5S-3C-6H,2H,0,stand
6D-JC,KD,1,hit
KD-3H,8S,1,hit
KD-3H-AC,8S,0,hit
KD-3H-AC-4H,8S,0,stand
6S-8C,10D,1,hit
9H-10H,9D,1,stand
4D-10S,9D,1,hit
4D-10S-AC,9D,0,hit
9C-3H,4C,1,stand
10C-JS,2D,1,stand
6H-4C,AS,1,hit
6H-4C-JS,AS,0,stand
KC-3S,6S,1,stand
6H-4D,9C,1,double down
3S-KC,3H,1,stand
JC-JH,4S,1,stand
6S-QC,JS,1,hit
6S-QC-5D,JS,0,stand
JD-QS,7H,1,stand
AC-5S,5D,1,double down
5H-AC,7S,1,hit
5H-AC-8S,7S,0,hit
5S-AD,8H,1,hit
5S-AD-KS,8H,0,hit
9S-KH,5S,1,stand
6H-10H,9C,1,hit
7H-QD,KH,1,stand
7C-5C,JS,1,hit
4D-5D,KD,1,hit
4D-5D-QS,KD,0,stand
6C-JH,7H,1,hit
6C-JH-5D,7H,0,stand
3H-AC,8D,1,hit
3H-AC-3D,8D,0,hit
3H-AC-3D-3S,8D,0,stand
9D-2S,4C,1,double down
KS-KD,2S,1,stand
9S-QC,4H,1,stand
JC-3D,4C,1,stand
10S-KS,QH,1,stand
5D-4C,JD,1,hit
5D-4C-8S,JD,0,stand
5C-8D,10C,1,hit
5C-8D-6D,10C,0,stand
5C-8C,7D,1,hit
5C-8C-6H,7D,0,stand
KH-6S,2H,1,stand
5H-4H,6C,1,double down
JS-7D,9C,1,stand
10H-4C,JC,1,hit
9H-8S,7C,1,stand
7C-9S,3D,1,stand
9C-3D,8H,1,hit
